1,0.25825,0.44383,0.036762,0.11565,0.09999,0.11565,0.041172,0.04762,0.041172,0.057144,0.31146,0.44383,0.04762,0.041172,0.033724,0.036762,0.036762,0.041172,0.13878,0.041172,0.057144,0.089279,0.089279,0.10102,0.09336,0.041172,0.057144,0.041172,0.11565,0.19699,0.057144,0.04762,0.041172,0.04762,0.07143,0.22673,0.057144,0.04762,0.041172,0.11565,0.13878,0.22555,0.44383,0.041172,0.09999,0.089279,0.44383,0.036762,0.041172,0.11565,0.057144,0.036762,0.057144,0.19699,0.04762,0.089279,0.11565,0.11565,0.11565,0.44383,0.44383,0.041172,0.04762,0.04762,0.09999,0.041172,0.12402,0.057144,0.036762,0.041172,0.11565,0.089268,0.22555,0.041172,0.036762,0.04762,0.057144,0.22555,0.09999,0.09999,0.09999,0.13239,0.29568,0.09999,0.04762,0.07143,0.04762
0.25825,1,0.44383,0.22555,0.44383,0.38763,0.44383,0.33855,0.04443,0.44383,0.00076519,0.44383,0.44383,0.17204,0.17204,0.44383,0.38763,0.25825,0.0076439,0.15026,0.33855,0.38763,0.066691,0.17204,0.44383,0.44383,0.38763,0.15026,0.0050924,0.38763,0.19699,0.00033962,0.22555,0.087429,0.44383,0.0076439,0.44383,0.17204,0.050871,0.038804,0.44383,0.38763,0.22555,0.44383,0.22555,0.29568,0.44383,0.44383,0.44383,0.38763,0.29568,0.33855,0.22555,0.22555,0.19699,0.25825,0.25825,0.13123,0.25825,0.38763,0.44383,0.44383,0.19699,0.44383,0.44383,0.19699,0.038804,0.22555,0.1001,0.087429,0.058246,0.29568,0.29568,0.22555,0.25825,0.44383,0.44383,0.087429,0.22555,0.19699,0.11462,0.44383,0.17204,0.29568,0.17204,0.44383,0.11462,0.22555
0.44383,0.44383,1,0.38763,0.76279,0.66621,0.76279,0.58185,0.076359,0.76279,0.0013151,0.76279,0.76279,0.29568,0.29568,0.76279,0.66621,0.44383,0.013137,0.25825,0.58185,0.66621,0.11462,0.29568,0.76279,0.76279,0.66621,0.25825,0.0087521,0.66621,0.33855,0.00058368,0.38763,0.15026,0.76279,0.013137,0.76279,0.29568,0.087429,0.066691,0.76279,0.66621,0.38763,0.76279,0.38763,0.50818,0.76279,0.76279,0.76279,0.66621,0.50818,0.58185,0.38763,0.38763,0.33855,0.44383,0.44383,0.22555,0.44383,0.66621,0.76279,0.76279,0.33855,0.76279,0.76279,0.33855,0.066691,0.38763,0.17204,0.15026,0.1001,0.50818,0.50818,0.38763,0.44383,0.76279,0.76279,0.15026,0.38763,0.33855,0.19699,0.76279,0.29568,0.50818,0.29568,0.76279,0.19699,0.38763
0.036762,0.22555,0.38763,1,0.028013,0.022082,0.028013,0.16307,0.20687,0.16307,0.27148,0.10163,0.38763,0.20687,0.16307,0.11241,0.13309,0.13309,0.16307,0.036762,0.16307,0.036762,0.018022,0.018022,0.024598,0.069899,0.16307,0.27148,0.16307,0.028013,0.17204,0.27148,0.028013,0.098695,0.1252,0.22283,0.069899,0.036762,0.20687,0.16307,0.028013,0.036762,0.19699,0.38763,0.053629,0.022082,0.018022,0.38763,0.13309,0.16307,0.028013,0.27148,0.13309,0.27148,0.17204,0.028013,0.018022,0.028013,0.028013,0.028013,0.38763,0.38763,0.16307,0.20687,0.20687,0.022082,0.16307,0.033,0.27148,0.13309,0.16307,0.028013,0.021828,0.19699,0.16307,0.13309,0.20687,0.036762,0.19699,0.022082,0.022082,0.022082,0.038444,0.25825,0.022082,0.20687,0.049858,0.028013
0.11565,0.44383,0.76279,0.028013,1,0.078342,0.093408,0.032259,0.038462,0.032259,0.04762,0.28115,0.76279,0.038462,0.032259,0.025088,0.028013,0.028013,0.032259,0.11565,0.032259,0.04762,0.1252,0.1252,0.081792,0.082379,0.032259,0.04762,0.032259,0.093408,0.33855,0.04762,0.038462,0.032259,0.038462,0.061343,0.20006,0.04762,0.038462,0.032259,0.093408,0.11565,0.38763,0.76279,0.032259,0.078342,0.068032,0.76279,0.028013,0.032259,0.28404,0.04762,0.028013,0.04762,0.33855,0.038462,0.068032,0.44423,0.44423,0.093408,0.76279,0.76279,0.032259,0.038462,0.038462,0.078342,0.032259,0.10357,0.04762,0.028013,0.032259,0.093408,0.072419,0.38763,0.032259,0.028013,0.038462,0.04762,0.38763,0.078342,0.078342,0.078342,0.11424,0.50818,0.078342,0.038462,0.061343,0.038462
0.09999,0.38763,0.66621,0.022082,0.078342,1,0.83871,0.026218,0.032259,0.026218,0.041172,0.47983,0.66621,0.032259,0.026218,0.019232,0.022082,0.022082,0.026218,0.47553,0.026218,0.041172,0.053629,0.053629,0.12646,0.074963,0.026218,0.041172,0.026218,0.37258,0.29568,0.041172,0.032259,0.026218,0.032259,0.054521,0.33504,0.041172,0.032259,0.026218,0.078342,0.47553,0.33855,0.66621,0.026218,0.063672,0.25505,0.66621,0.022082,0.026218,0.078342,0.041172,0.022082,0.041172,0.29568,0.032259,0.25505,0.078342,0.078342,0.37258,0.66621,0.66621,0.026218,0.032259,0.032259,0.063672,0.026218,0.08967,0.041172,0.022082,0.026218,0.37258,0.06092,0.33855,0.026218,0.022082,0.032259,0.041172,0.33855,0.063672,0.063672,0.063672,0.10187,0.44383,0.30281,0.032259,0.054521,0.032259
0.11565,0.44383,0.76279,0.028013,0.093408,0.83871,1,0.032259,0.038462,0.032259,0.04762,0.51742,0.76279,0.038462,0.032259,0.025088,0.028013,0.028013,0.032259,0.55,0.032259,0.04762,0.068032,0.068032,0.15053,0.082379,0.032259,0.04762,0.032259,0.44423,0.33855,0.04762,0.038462,0.032259,0.038462,0.061343,0.36818,0.04762,0.038462,0.032259,0.093408,0.55,0.38763,0.76279,0.032259,0.078342,0.32355,0.76279,0.028013,0.032259,0.093408,0.04762,0.028013,0.04762,0.33855,0.038462,0.32355,0.093408,0.093408,0.44423,0.76279,0.76279,0.032259,0.038462,0.038462,0.078342,0.032259,0.10357,0.04762,0.028013,0.032259,0.44423,0.072419,0.38763,0.032259,0.028013,0.038462,0.04762,0.38763,0.078342,0.078342,0.078342,0.11424,0.50818,0.37258,0.038462,0.061343,0.038462
0.041172,0.33855,0.58185,0.16307,0.032259,0.026218,0.032259,1,0.23822,0.19361,0.30405,0.10736,0.58185,0.23822,0.19361,0.14203,0.16307,0.16307,0.19361,0.041172,0.68165,0.041172,0.022082,0.022082,0.028294,0.074963,0.19361,0.30405,0.19361,0.032259,0.25825,0.30405,0.032259,0.11718,0.14418,0.24368,0.074963,0.041172,0.23822,0.19361,0.032259,0.041172,0.29568,0.58185,0.063672,0.026218,0.022082,0.58185,0.16307,0.19361,0.032259,0.30405,0.16307,0.30405,0.25825,0.032259,0.022082,0.032259,0.032259,0.032259,0.58185,0.58185,0.19361,0.23822,0.23822,0.026218,0.19361,0.036923,0.30405,0.16307,0.19361,0.032259,0.025085,0.29568,0.19361,0.16307,0.23822,0.041172,0.29568,0.026218,0.026218,0.026218,0.041946,0.38763,0.026218,0.23822,0.054521,0.032259
0.04762,0.04443,0.076359,0.20687,0.038462,0.032259,0.038462,0.23822,1,0.83871,0.35167,0.11577,0.076359,0.28404,0.23822,0.18527,0.32355,0.20687,0.23822,0.04762,0.23822,0.04762,0.028013,0.028013,0.033679,0.082379,0.23822,0.35167,0.23822,0.038462,0.033891,0.35167,0.038462,0.14418,0.1719,0.27417,0.082379,0.04762,0.28404,0.23822,0.038462,0.04762,0.038804,0.076359,0.078342,0.032259,0.028013,0.076359,0.32355,0.23822,0.038462,0.35167,0.20687,0.35167,0.033891,0.038462,0.028013,0.038462,0.038462,0.038462,0.076359,0.076359,0.23822,0.28404,0.28404,0.032259,0.23822,0.042645,0.35167,0.20687,0.23822,0.038462,0.02982,0.038804,0.23822,0.20687,0.28404,0.04762,0.038804,0.032259,0.032259,0.032259,0.047041,0.050871,0.032259,0.28404,0.061343,0.038462
0.041172,0.44383,0.76279,0.16307,0.032259,0.026218,0.032259,0.19361,0.83871,1,0.30405,0.10736,0.76279,0.23822,0.19361,0.14203,0.25505,0.16307,0.19361,0.041172,0.19361,0.041172,0.022082,0.022082,0.028294,0.074963,0.19361,0.30405,0.19361,0.032259,0.33855,0.30405,0.032259,0.11718,0.14418,0.24368,0.074963,0.041172,0.23822,0.19361,0.032259,0.041172,0.38763,0.76279,0.063672,0.026218,0.022082,0.76279,0.25505,0.19361,0.032259,0.30405,0.16307,0.30405,0.33855,0.032259,0.022082,0.032259,0.032259,0.032259,0.76279,0.76279,0.19361,0.23822,0.23822,0.026218,0.19361,0.036923,0.30405,0.16307,0.19361,0.032259,0.025085,0.38763,0.19361,0.16307,0.23822,0.041172,0.38763,0.026218,0.026218,0.026218,0.041946,0.50818,0.026218,0.23822,0.054521,0.032259
